deviceId,PM2.5,time,lon,lat
10065331627,21.04,2026-01-12 10:42:28,121.369995,25.298256
10065331627,21.14,2026-01-12 10:43:28,121.369995,25.298256
10065331627,11.79,2026-01-21 09:25:20,121.41551,24.983397
10065331627,11.89,2026-01-21 09:26:20,121.41551,24.983397
10065331627,11.92,2026-01-21 09:27:20,121.41551,24.983397
10065331627,12.18,2026-01-21 09:28:20,121.41551,24.983397
10065331627,13.21,2026-01-21 09:29:20,121.41551,24.983397
10065331627,10.62,2026-01-21 09:30:20,121.41551,24.983397
10065331627,11.11,2026-01-21 09:31:20,121.41551,24.983397
10065331627,12.02,2026-01-21 09:32:20,121.41816,25.040863
10065331627,10.62,2026-01-21 09:33:20,121.42041,25.049202
10065331627,10.61,2026-01-21 09:34:19,121.427956,25.069677
10065331627,12.14,2026-01-21 09:35:20,121.45472,25.11842
10065331627,11.88,2026-01-21 09:36:20,121.46828,25.143982
10065331627,13.84,2026-01-21 09:37:20,121.46828,25.143982
10065331627,13.94,2026-01-21 09:38:20,121.46828,25.143982
10065331627,12.43,2026-01-21 09:39:20,121.46828,25.143982
10065331627,11.05,2026-01-21 09:40:20,121.46828,25.143982
10065331627,13.73,2026-01-21 09:41:20,121.46828,25.143982
10065331627,12.7,2026-01-21 09:42:20,121.46828,25.143982
10065331627,15.28,2026-01-23 09:10:18,121.5466,25.1264
10065331627,19.05,2026-01-23 09:11:18,121.5466,25.1264
10065331627,16.54,2026-01-23 09:12:18,121.5466,25.1264
10065331627,16.31,2026-01-23 09:13:18,121.5466,25.1264
10065331627,46.48,2026-02-13 07:15:59,121.62252,25.106428
10065331627,49.88,2026-02-13 07:16:59,121.62252,25.106428
10065331627,47.69,2026-02-13 07:17:59,121.62252,25.106428
