deviceId,PM2.5,time,lon,lat
11133053158,7.83,2026-02-05 12:29:35,121.65378,25.230959
11133053158,7.83,2026-02-05 12:30:36,121.65378,25.230953
11133053158,7.05,2026-02-05 12:31:36,121.65366,25.232735
