deviceId,PM2.5,time,lon,lat
9267771788,4.12,2026-02-10 00:02:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:03:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:04:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:05:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:06:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:07:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:08:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:09:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:10:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:11:19,121.41,25.01605
9267771788,4.11,2026-02-10 00:12:19,121.41,25.01605
9267771788,4.1,2026-02-10 00:13:19,121.41,25.01605
9267771788,4.1,2026-02-10 00:14:19,121.41,25.01605
