deviceId,PM2.5,time,lon,lat
13182227340,34.27,2026-01-20 08:47:55,121.48412,25.006712
13182227340,31.93,2026-01-20 08:48:55,121.48412,25.006712
13182227340,28.21,2026-01-20 08:49:55,121.48412,25.006712
13182227340,27.39,2026-01-20 08:50:55,121.48412,25.006712
13182227340,29.11,2026-01-20 08:51:55,121.48412,25.006712
13182227340,26.51,2026-01-20 08:52:55,121.48412,25.006712
13182227340,25.7,2026-01-20 08:53:55,121.48412,25.006712
13182227340,29.86,2026-01-20 08:54:55,121.48412,25.006712
13182227340,29.93,2026-01-20 08:55:55,121.48412,25.006712
13182227340,27.35,2026-01-20 08:56:55,121.48412,25.006712
13182227340,27.69,2026-01-20 08:57:55,121.48412,25.006712
13182227340,31.44,2026-01-20 08:58:55,121.48412,25.006712
13182227340,31.62,2026-01-20 08:59:55,121.48412,25.006712
13182227340,29.16,2026-01-20 09:00:55,121.48412,25.006712
13182227340,30.1,2026-01-20 09:01:55,121.48412,25.006712
13182227340,30.81,2026-01-20 09:02:55,121.48412,25.006712
13182227340,28.28,2026-01-20 09:03:55,121.48412,25.006712
13182227340,26.99,2026-01-20 09:04:55,121.48412,25.006712
13182227340,25.14,2026-01-20 09:05:55,121.48412,25.006712
13182227340,29.41,2026-01-20 09:06:55,121.48412,25.006712
13182227340,30.96,2026-01-20 09:07:55,121.48412,25.006712
13182227340,31.77,2026-01-20 09:08:55,121.48412,25.006712
13182227340,31.81,2026-01-20 09:09:55,121.48412,25.006712
13182227340,31.11,2026-01-20 09:10:55,121.48412,25.006712
13182227340,31.12,2026-01-20 09:11:55,121.48412,25.006712
13182227340,27.91,2026-01-20 09:12:55,121.48412,25.006712
13182227340,25.29,2026-01-20 09:13:55,121.48412,25.006712
13182227340,27.14,2026-01-20 09:14:55,121.48412,25.006712
13182227340,27.73,2026-01-20 09:15:55,121.48412,25.006712
13182227340,31.05,2026-01-20 09:16:55,121.48412,25.006712
13182227340,29.65,2026-01-20 09:17:55,121.48412,25.006712
13182227340,31.14,2026-01-20 09:18:55,121.48412,25.006712
13182227340,32.65,2026-01-20 09:19:55,121.48412,25.006712
13182227340,31.08,2026-01-20 09:20:55,121.48412,25.006712
13182227340,26.25,2026-01-20 09:21:55,121.48412,25.006712
13182227340,24.73,2026-01-20 09:22:55,121.48412,25.006712
13182227340,27.86,2026-01-20 09:23:55,121.48412,25.006712
13182227340,29.5,2026-01-20 09:24:55,121.48412,25.006712
13182227340,24.89,2026-01-20 09:25:55,121.48412,25.006712
13182227340,30.31,2026-01-20 09:26:55,121.48412,25.006712
13182227340,31.11,2026-01-20 09:27:55,121.48412,25.006712
13182227340,26.35,2026-01-20 09:28:55,121.48412,25.006712
13182227340,22.48,2026-01-20 09:29:55,121.48412,25.006712
13182227340,24.82,2026-01-20 09:30:55,121.48412,25.006712
13182227340,24.82,2026-01-20 09:31:55,121.48412,25.006712
13182227340,26.38,2026-01-20 09:32:55,121.48412,25.006712
13182227340,28.05,2026-01-20 09:33:55,121.48412,25.006712
13182227340,28.88,2026-01-20 09:34:55,121.48412,25.006712
13182227340,27.35,2026-01-20 09:35:55,121.48412,25.006712
13182227340,25.71,2026-01-20 09:36:55,121.48412,25.006712
13182227340,24.03,2026-01-20 09:37:55,121.48412,25.006712
13182227340,23.99,2026-01-20 09:38:55,121.48412,25.006712
13182227340,24.03,2026-01-20 09:39:55,121.48412,25.006712
13182227340,21.67,2026-01-20 09:40:55,121.48412,25.006712
13182227340,23.43,2026-01-20 09:41:55,121.48412,25.006712
13182227340,28.04,2026-01-20 09:42:55,121.48412,25.006712
13182227340,24.2,2026-01-20 09:43:55,121.48412,25.006712
